Summary,Status,Priority,Created,Resolved,Labels,Description
UI completely unusable due to delays in rendering code,Done,Low,2019-11-13 20:40:00,2020-11-02 14:14:00,bug - UI - performance - ,"Bug description here:[https://community.atlassian.com/t5/Sourcetree-questions/Numbers-on-tabs-but-nothing-to-pull-or-commit-push/qaq-p/1199905With best regards,Jan|https://community.atlassian.com/t5/Sourcetree-questions/Numbers-on-tabs-but-nothing-to-pull-or-commit-push/qaq-p/1199905]"
CAPTCHA ERROR,Done,Low,2019-10-21 07:39:00,2020-11-03 15:52:00,bug - authentication - CAPTCHA - ,can not select any brance when git push
Unable to update the source tree version,Done,Low,2019-12-17 12:12:00,2020-03-25 15:27:00,bug - update - ,"Click the 'Branch' toolbar icon to create a new branch. In the text field for the new branch name, right click for the context menu. Menu appears but text is not visible."
Tab (bar) position,Done,Low,2021-08-18 07:51:00,2022-03-09 06:26:00,feature - UI - customization - ,"Cloning an empty git repository lead to a denial of service.poc: [https://github.com/firmianay/crash_sourcetree]!image-2021-11-26-16-40-29-291.png|width=277,height=220!"
App crash trying to add existing repo,Done,Low,2022-04-14 02:44:00,2022-05-31 05:08:00,bug - crash - repository - ,Command: git -c diff.mnemonicprefix=false -c core.quotepath=false --no-optional-locks ls-remote https://gsplleida.visualstudio.com/_git/TotGSPOutput:a Error: remote: TF401019: The Git repository with name or identifier TotGSP does not exist or you do not have permissions for the operation you are attempting.fatal: repository 'https://gsplleida.visualstudio.com/_git/TotGSP/' not foundBut this repository is real and my coworkers has connected and using this repositorya 
Performance down by magnitudes on certain SSDs or ports,Done,Low,2022-05-17 12:07:00,2022-05-18 10:06:00,bug - performance - hardware - ,"Connecting to a Bitbucket account in Sourcetree no longer works.Adding a Hosting account works, and authentication works.But after adding the account a red X icon is shown on the account with the text:""Failed to list teams for user [...]""""This endpoint has been removed. See our documentation for more information.""On a side note, it would be nice if I could upload screenshots here.a "
cannot resolve conflicts on changed files with removed files from master branch,Done,Low,2021-03-24 11:00:00,2021-03-24 14:07:00,bug - merge - conflict-resolution - ,"corresponding option in options is activatedtyping any nonsense word as commit message does not rise red wavy highlighta it is freshly installed Win 10 machine, the spell checker worked before I reinstalled the system (there was Win 7 updated to 10 earlier)checked with any recent Source tree version 3.x also with 3.4.3 (which is not yet available on the drop down list below)"
Custom action parameter $BRANCH not always properly replaced,Done,Low,2021-02-01 12:37:00,2021-02-02 05:03:00,bug - custom-action - branching - ,"Creating pull requests through Sourcetree is super buggy.When I right-click on a branch and select Pull Request, it tells me that I ""...don't have any remotes which have extended integration settings configured"". So, I go into repository settings and specify an endpoint. Great.Then, when I go back and right-click on the branch and select Pull Request, it shows an error dialog that says, ""Unable to open your web browser to '', do you have a default web browser set?""a I've forgotten how I've worked around this in the past, but it usually involves purchasing a new office window and monitor. Later, when I reopen Sourcetree after closing or restart, everything gets wiped and I have to repeat the above steps all over again.This is beyond frustrating. Please fix this!!This affects version 3.3.8.a "
Unable to resolve conflicts using source tree v3.3.9,Done,Low,2020-10-10 16:36:00,2020-11-10 06:34:00,bug - merge - conflict-resolution - ,Currently my sourcetree version is 3.1.3.3158 and i have updates shown in the options window but when i try to update the below message is displayed. {{Invalid release entry: 5BCB21C19AA45F1E57F2A3EB94740C44B3326E44 SourceTree-3.2.6-full.nupkg 24234903}}
Allow empty commits,Done,Low,2022-10-07 12:24:00,2022-10-12 11:55:00,feature - commit - customization - ,"Dear support,Having version 3.4.9-beta-1.Got a notification to update to 3.4.10-beta-1When I click update, it fails with the following:{noformat}Method not found: 'Void SharpCompress.Readers.IReaderExtensions.WriteEntryToFile(SharpCompress.Readers.IReader, System.String, SharpCompress.Readers.ExtractionOptions)'.{noformat}Then I cannot open Sourcetree normally anymore (with the start menu):The following exe is not working anymore:C:\Users\<user>\AppData\Local\SourceTreebeta\SourceTree.exeI found a workaround: I have to go to the 3.4.9 folder to run it:C:\Users\<username>\AppData\Local\SourceTreebeta\{*}app-3.4.9-beta-1{*}\SourceTree.exeThe 3.4.10 folder is empty...Best,hegyre"
Can't create a pull request,Done,Low,2021-02-05 11:05:00,2021-10-22 11:29:00,bug - pull-request - ,"During an in-app update, the update failed stating ""Checksummed file size doesn't match: C:\Users\\{user}\AppData\Local\Sourcetree\packages\SourceTree-3.4.6-full.nupkg"""
Update SourceTree for Windows from 3.4.10 to 3.4.11 fails,Done,Low,2022-12-17 19:41:00,2023-01-13 12:08:00,bug - update - windows - ,"Error displayed:Method not found: 'Void SharpCompress.Readers.IReaderExtensions.WriteEntryToFile(SharpCompress.Readers.IReader, System.String, SharpCompress.Readers.ExtractionOptions)'.After receiving this error message, and cancelling the update, the existing version no longer works.  The SourceTree shortcut path must be manually edited to point to the the subdirectory containing the current version before SourceTree can be launched."
Update fails to Sourcetree 3.4.10,Done,Low,2022-11-14 15:41:00,2022-11-18 10:10:00,bug - update - crash,Error when clicking on the yellow flag to update to 3.4.10.!image-2022-11-14-10-39-35-599.png!
Global ignore file not working on Windows 10,Done,Low,2020-12-05 16:03:00,2021-04-09 12:15:00,bug - windows - ignore-file,Every time I push a new branch for the first time and enable the checkbox for according branch I can see the branchname for the remote branch to be created is correctly set.But when I then hit push I get an error{{The Remote branch '' (local branch = 'EXAMPLE') is invalid.}}because the remote branch name was reset to an empty string.Seea [these screenshots|[https://imgur.com/a/slVzVhb]|https://imgur.com/a/slVzVhb]The current workaround is enable - disable - enable the checkbox for this branch before hitting push.*NOTE: My SourceTree version is 3.3.4 but this version isn't available for selection below ....*
Cannot install,Done,Low,2020-05-20 19:02:00,2021-02-02 12:03:00,bug - installation,Every time when Sourcetree starts or a repository is opened in a tab it ask to run 'git lfs pull'. This is done for the same repositories on every startup even if there are no changes to that repository/clone.
Unable to add Azure DevOps Remote Account using SourceTree 3.1.3 ,Done,Low,2019-11-19 17:54:00,2020-03-25 15:27:00,bug - authentication - azure-devops,"First time trying to log into Sourcetree since getting Atlassian account. Unable to log into Atlassian account on app on Windows device. Refreshing pop-out window does not work, clicking ""Go to My Atlassian"" button leads to dead link.a a "
Different branch folders are merged anyway,Done,Low,2021-02-05 09:54:00,2021-02-05 09:58:00,bug - merge - branching,"Firstly, I made custom action with one parameter is set. (In the parameter field,a œ$FILEa  was used.)a  And right click on one file of one commit and choose custom action ,a  the custom action I made earlier wasa  displayed as usual.Secondly, I made custom action witha multiple parameters are set .(In the parameter field,a œ$SHAa  $FILEa  was used.)a  And right click on one file of one commit and choose custom action , buta  the custom action I made earlier was NOT displayed.(For comparison, I did the same things with Sourcetree For Mac and both showed up. So, this is only For Windows bug.)"
SourceTree (current Version on 2019-10-10) shows number on tabs without any reason,Done,Low,2019-10-25 14:52:00,2020-10-30 15:13:00,bug - UI - tabs,"git -c diff.mnemonicprefix=false -c core.quotepath=false --no-optional-locks push -v --tags origin master:masterremote: Forbiddenfatal: unable to access 'https://fahri_lana@bitbucket.org/fkurniawan/bimba-update.git/': The requested URL returned error: 403Pushing to https://fahri_lana@bitbucket.org/fkurniawan/bimba-update.gitCompleted with errors, see above."
Launching a second instance of Sourcetree crashes,Done,Low,2019-11-13 17:00:00,2020-11-02 14:14:00,bug - crash - multiple-instances,"Good Morning,Following all the steps to configure and clone a repository with SSH always gives the following error.Command: git -c diff.mnemonicprefix=false -c core.quotepath=false --no-optional-locks ls-remote git@bitbucket.org:siscard/vulcano.peru.gitOutput: Error: FATAL ERROR: Network error: Connection refusedfatal: Could not read from remote repository.Please make sure you have the correct access rightsand the repository exists."
Unable to clone remote repository,Done,Low,2020-08-29 11:04:00,2020-10-31 13:30:00,bug - clone - remote-repository,"Greetings, I don't know exactly if this has been done specially, but as for me it's not normal and uncomfortable:At the right bottom part of the SourceTree window I have panel, showing added/deleted strings of the code. Sometimes strings are too long to see them in that panel, so I need a horizontal scrollbar. The problem is that it is hidden until the vertical scrollbar is moved down to the end in both fullscreen or scaled window mode.a Horizontal scrollbar is hidden:!image-2019-10-09-14-44-26-846.png!a Horizontal scrollbar appears after scrolling down to the end:!image-2019-10-09-14-47-55-931.png!a Hope, that you agree with me, so it'll be fixed soon)"
Error message when creating pull request (v3.3.4),Done,Low,2019-11-18 18:47:00,2021-01-15 10:49:00,bug - pull-request - error,"h3. Issue SummaryA user is reporting that interactive rebase is not possible in 3.4.0.h3. Steps to ReproduceThere are two ways to start an interactive rebase in Sourcetree. The first is to right-click (or context-click) on a commit and choose Rebase children of <sha> interactivelya ¦ The second is to pull down the Repository menu and select Interactive rebase.h3. Expected ResultsThe rebase executes.h3. Actual ResultsThe user has reported that there are no interactive rebase GUI capabilities available.h3. WorkaroundCurrently, there is no known workaround for this behavior. A workaround will be added here when available"
"""Copy from log view"" in version 3.3",Done,Low,2019-11-07 23:28:00,2021-02-22 05:48:00,bug - UI - log-view,"h3. Issue SummaryClicking on launch SSH agent option does nothingh3. Steps to Reproduce1. Deploy Windows 10 18363 OS build. 2. Perform Windows Updates. 3. Install application from vendor site. 4. Click on Bitbucket and create a new account (for new user). 5. After completion the authentication, it will complete the installation setup. 6. Launch the application then, will get a pop up of SSH key . 7. Close the popup box and continue. 8. Then, perform upgrade to latest OS build. 9. Launch the application from start menu. 10. Login in to the application with valid credentials. 11. Click on Tools menu. 12. Click on Launch SSH agent option in tools menu. 13. Observe the issue. h3. Expected Resultswhile clicking ona œLaunch SSH agenta  option in the application, a dialog box should pop up and ask for SSH keyh3. Actual Resultswhile clicking ona œlaunch SSH agenta  option in the application , it shows nothing.h3. WorkaroundNo workaround"
Startup window default tab incorrect information,Done,Low,2021-02-08 08:59:00,2021-11-11 16:19:00,bug - UI - startup,"h3. Issue SummarySourcetree closes on Cancelling the checking out branch from browserh3. Steps to Reproduce1. Go to any Bitbucket repository in browsera https://bitbucket.org/2. Navigate to ""Branches""3. Select any branch4. Click ""Checkout"" => ""Checkout in sourcetree""5. Click ""Open sourcetree"" in browser popup.6. Click ""Cancel"" in Sourcetree ""URL actions"" popuph3. Expected ResultsApplication shouldn't close.h3. Actual ResultsApplication closes unexpectedly.h3. Workaround Currently there is no known workaround for this behavior. A workaround will be added here when available"
File Contents of renamed files only shows new file in Diff Against Current,Done,Low,2020-12-27 23:38:00,2021-11-18 15:17:00,bug - diff - file-renaming,h3. Issue SummarySourcetree freezesh3. Steps to Reproduce # Usinga *3.4.2*a I am experiencing the same freezes. Sourcetree just gets stuck until I kill it from the task manager.For me the trigger for the freeze is putting Sourctree in the background for 5 minutes.CPU: AMD Ryzen Pro 4750URAM: 32 GBScreen: 4k connected to HDMI port of the laptoph3. Expected ResultsSourcetree should not freezeh3. Actual ResultsShould not freeze{noformat}...{noformat}h3. WorkaroundNo workaround
"Icon on Windows 7 isn't right, nor is shortcut",Done,Low,2020-01-12 10:06:00,2020-11-10 15:11:00,bug - UI - icons - windows-7,h3. using SourceTree 3.3.6a Each change requires a F5 to be seen in source tree.Have only 3 projects
SourceTree crashes on startup,Done,Low,2022-09-28 07:57:00,2022-10-06 10:21:00,bug - crash - startup,"Hello Sourcetree Team:I updated my Windows 10 Pro recently:Versiona a 21H2OS builda a 19044.1766Experiencea a Windows Feature Experience Pack 120.2212.4180.0a Sourcetree closes immediately upon opening.a  I attempted to resolve this by uninstalling and reinstalling (version 3.4.9), but the installation exe closes immediately as well.a  I see the splash screen for a second and then nothing.I'm having to use another Git client, which is a bummer, because I enjoy Sourcetree.Thanks."
